sale_id,property_id,sale_date,sale_price,buyer_name,payment_method
S1333,P1433,2/2/2018,7769520,Cheryl Bullock,Bank Loan
S1334,P1434,2/5/2018,4793306,Robin Lee,Bank Loan
S1335,P1435,2/6/2018,6565178,Jennifer Archer,Bank Loan
S1336,P1436,2/7/2018,8718192,Laura Burgess,Bank Loan
S1337,P1437,2/8/2018,6699345,Robert Pool,Bank Loan
S1338,P1438,2/9/2018,6678080,Tami Stafford,Bank Loan
S1339,P1439,2/12/2018,6881392,Martha Thomas,Bank Loan
S1340,P1440,2/13/2018,8567302,Andrew Soares,Bank Loan
S1341,P1441,2/14/2018,6245346,Lawrence Cohrs,Bank Loan
S1342,P1442,2/15/2018,6789510,Suzie Yerkes,Bank Loan
S1343,P1443,2/16/2018,5774264,Emilio Tomasini,Bank Loan
S1344,P1444,2/19/2018,5362957,Betty Netterville,Bank Loan
S1345,P1445,2/2/2018,7692658,Jennifer Powell,Bank Loan
S1346,P1446,2/5/2018,5824801,Tia Richardson,Bank Loan
S1347,P1447,2/6/2018,8026439,Norman Armbruster,Bank Loan
S1348,P1448,2/7/2018,8867600,Ola Brei,Bank Loan
S1349,P1449,2/8/2018,5022633,Vernon Elem,Bank Loan
S1350,P1450,2/9/2018,9011714,Michael Downey,Bank Loan
S1351,P1451,2/12/2018,4815674,Derrick Gunn,Bank Loan
S1352,P1452,2/13/2018,4966635,Robert Teasley,Bank Loan
S1353,P1453,2/14/2018,8998073,Bryan Banks,Bank Loan
S1354,P1454,2/15/2018,7874906,William Kiani,Bank Loan
S1355,P1455,2/16/2018,7232885,Richard Varel,Bank Loan
S1356,P1456,2/19/2018,7330115,Mary Feth,Bank Loan
S1357,P1457,2/2/2018,9231023,Beverly Laureano,Bank Loan
S1358,P1458,2/5/2018,6723987,Juan Dennison,Bank Loan
S1359,P1459,2/6/2018,5938585,Robin Lim,Bank Loan
S1360,P1460,2/7/2018,5705183,Judy Ponce,Bank Loan
S1361,P1461,2/8/2018,6939767,Jessica Gaines,Bank Loan
S1362,P1462,2/9/2018,6741332,Frances Thayer,Bank Loan
S1363,P1463,2/12/2018,5641871,Raymond Zhong,Bank Loan
S1364,P1464,2/13/2018,8106917,Billy Belizaire,Bank Loan
S1365,P1465,2/14/2018,4749721,Shawna Pointer,Bank Loan
S1366,P1466,2/15/2018,8408501,Trisha Lorentz,Bank Loan
S1367,P1467,2/16/2018,5370450,Annie Combs,Bank Loan
S1368,P1468,2/19/2018,8256120,Ruth Couch,Bank Loan
S1369,P1469,2/2/2018,5715029,Fred Conlin,Bank Loan
S1370,P1470,2/5/2018,6099943,Dwayne Shrader,Bank Loan
S1371,P1471,2/6/2018,5391158,Mark Bergeson,Bank Loan
S1372,P1472,2/7/2018,6724183,Libby Mccarthy,Bank Loan
S1373,P1473,2/8/2018,7690308,Norma Durham,Bank Loan
S1374,P1474,2/9/2018,7841249,Andre Dawson,Bank Loan
S1375,P1475,2/12/2018,7640965,Valerie Whitson,Bank Loan
S1376,P1476,2/13/2018,7495968,Andrea Webb,Bank Loan
S1377,P1477,2/14/2018,5011796,Dan Ryans,Bank Loan
S1378,P1478,2/15/2018,8191202,Deborah Wilcher,Bank Loan
S1379,P1479,2/16/2018,8068952,Laura Gillard,Bank Loan
S1380,P1480,2/19/2018,7611928,Larry Lawson,Bank Loan
S1381,P1481,2/2/2018,8733832,Doris Miller,Bank Loan
S1382,P1482,2/5/2018,9470318,Alexander Helzer,Bank Loan
S1383,P1483,2/6/2018,7626889,Angelica Brown,Bank Loan
S1384,P1484,2/7/2018,8119256,Ricky White,Bank Loan
S1385,P1485,2/8/2018,8135577,Erin Herzog,Bank Loan
S1386,P1486,2/9/2018,5608331,Lillian Phillips,Bank Loan
S1387,P1487,2/12/2018,5583218,Clinton Avendano,Bank Loan
S1388,P1488,2/13/2018,7837210,Kimberly Price,Bank Loan
S1389,P1489,2/14/2018,4875018,James Hall,Bank Loan
S1390,P1490,2/15/2018,5173663,Bernice Goodemote,Bank Loan
S1391,P1491,2/16/2018,6875428,Cynthia Anderson,Bank Loan
S1392,P1492,2/19/2018,6200472,Rick Jones,Bank Loan
S1393,P1493,2/2/2018,7324767,Kathy Brownfield,Bank Loan
S1394,P1494,2/5/2018,8357247,Sylvia Roy,Bank Loan
S1395,P1495,2/6/2018,5678938,Michael Anglea,Bank Loan
S1396,P1496,2/7/2018,4687502,Lillie Mertz,Bank Loan
S1397,P1497,2/8/2018,5871379,Eric Lopez,Bank Loan
S1398,P1498,2/9/2018,6654012,Glenna Fields,Bank Loan
S1399,P1499,2/12/2018,7157495,Ramon Iuliucci,Bank Loan
S1400,P1500,2/13/2018,6868317,Curtis Flanagan,Bank Loan
S1401,P1501,2/14/2018,5747762,Teresa Mann,Bank Loan
S1402,P1502,2/15/2018,8334999,Herbert Harling,Bank Loan
S1403,P1503,2/16/2018,9001701,John Belcher,Bank Loan
S1404,P1504,2/19/2018,6702242,Juanita Skaggs,Bank Loan
S1405,P1505,2/2/2018,7128112,Carolyn Meadows,Bank Loan
S1406,P1506,2/5/2018,5012499,Donald Heyde,Bank Loan
S1407,P1507,2/6/2018,5037464,Marvin Willis,Bank Loan
S1408,P1508,2/7/2018,5409128,Christopher Dixon,Bank Loan
S1409,P1509,2/8/2018,5979647,Audra Lambert,Bank Loan
S1410,P1510,2/9/2018,8324612,Sandra Vichidvongsa,Bank Loan
S1411,P1511,2/12/2018,9174266,Donna Sanchez,Bank Loan
S1412,P1512,2/13/2018,5943982,Barbara Woolfolk,Bank Loan
S1413,P1513,2/14/2018,6245416,Sandra Stevens,Bank Loan
S1414,P1514,2/15/2018,7371432,Dale Crocker,Bank Loan
S1415,P1515,2/16/2018,4839934,Donald Smythe,Bank Loan
S1416,P1516,2/19/2018,8452066,Andrew Adler,Bank Loan
S1417,P1517,2/2/2018,8297688,Charles Montalvo,Bank Loan
S1418,P1518,2/5/2018,6979488,Rodney Ahuna,Bank Loan
S1419,P1519,2/6/2018,7584546,Joseph Clay,Bank Loan
S1420,P1520,2/7/2018,6806724,Hellen Katechis,Bank Loan
S1421,P1521,2/8/2018,8248646,Tamara Do,Bank Loan
S1422,P1522,2/9/2018,8140361,Arnold Delong,Bank Loan
S1423,P1523,2/12/2018,5124028,Delores Kilgore,Bank Loan
S1424,P1524,2/13/2018,4639959,John Pisano,Bank Loan
S1425,P1525,2/14/2018,8915110,Stephanie Dray,Bank Loan
S1426,P1526,2/15/2018,6881663,Gary Sparks,Bank Loan
S1427,P1527,2/16/2018,5013538,Wayne Jones,Bank Loan
S1428,P1528,2/19/2018,6391625,Jason Obryon,Bank Loan
S1429,P1529,2/2/2018,6842251,Danny Duncan,Bank Loan
S1430,P1530,2/5/2018,6080432,Susan Perez,Bank Loan
S1431,P1531,2/6/2018,5374521,Mary Williams,Bank Loan
S1432,P1532,2/7/2018,7662917,Lawanda Anker,Bank Loan
S1433,P1533,2/8/2018,7856425,Fred Mccarthy,Bank Loan
S1434,P1534,2/9/2018,4506177,Mildred Sova,Bank Loan
S1435,P1535,2/12/2018,6941332,Pamela Diamantopoulo,Bank Loan
S1436,P1536,2/13/2018,7046988,Darryl Hudson,Bank Loan
S1437,P1537,2/14/2018,5048215,William Posey,Bank Loan
S1438,P1538,2/15/2018,5013742,Marilyn Franco,Bank Loan
S1439,P1539,2/16/2018,8511942,Kenneth Wyland,Bank Loan
S1440,P1540,2/19/2018,7315122,Derrick Lusk,Bank Loan
S1441,P1541,2/2/2018,9034584,Katy Owen,Bank Loan
S1442,P1542,2/5/2018,6279811,Thelma Gehrke,Bank Loan
S1443,P1543,2/6/2018,8133399,Sherryl Pontiff,Bank Loan
S1444,P1544,2/7/2018,4723345,Debra Re,Bank Loan
S1445,P1545,2/8/2018,6947562,Joseph Gonzales,Bank Loan
S1446,P1546,2/9/2018,7793044,Willie Sholders,Bank Loan
S1447,P1547,2/12/2018,5811462,Charles Angotti,Bank Loan
S1448,P1548,2/13/2018,6931953,Amber Lorino,Bank Loan
S1449,P1549,2/14/2018,5069953,Steven Dart,Bank Loan
S1450,P1550,2/15/2018,5351021,Donald White,Bank Loan
S1451,P1551,2/16/2018,7067689,Juanita Manning,Bank Loan
S1452,P1552,2/19/2018,8791339,Denise Standish,Bank Loan
S1453,P1553,2/2/2018,5690887,Donna Goble,Bank Loan
S1454,P1554,2/5/2018,5076868,John Cleveland,Bank Loan
S1455,P1555,2/6/2018,5408151,Michael Briggs,Bank Loan
S1456,P1556,2/7/2018,5030780,Michael Keller,Bank Loan
S1457,P1557,2/8/2018,9200872,Roy Walker,Bank Loan
S1458,P1558,2/9/2018,5937804,Dorothy Garrett,Bank Loan
S1459,P1559,2/12/2018,7581528,Amy Johnson,Bank Loan
S1460,P1560,2/13/2018,5544275,Timothy Williams,Bank Loan
S1461,P1561,2/14/2018,6972639,Wesley Vida,Bank Loan
S1462,P1562,2/15/2018,8153577,Frank Harris,Bank Loan
S1463,P1563,2/16/2018,6951154,Mary Schlagel,Bank Loan
S1464,P1564,2/19/2018,7368089,Inez Guerra,Bank Loan
S1465,P1565,2/2/2018,5884168,Irene Barnes,Bank Loan
S1466,P1566,2/5/2018,7671938,April Kuntz,Bank Loan
S1467,P1567,2/6/2018,8813512,Denise Baker,Bank Loan
S1468,P1568,2/7/2018,7889333,Ruby Baker,Bank Loan
S1469,P1569,2/8/2018,9350625,Jennifer Lugo,Bank Loan
S1470,P1570,2/9/2018,6821834,Paul Barnett,Bank Loan
S1471,P1571,2/12/2018,6327568,Jerry Williams,Bank Loan
S1472,P1572,2/13/2018,6414792,Brian Morris,Bank Loan
S1473,P1573,2/14/2018,8553626,Anne Biller,Bank Loan
S1474,P1574,2/15/2018,4815595,Amanda Moore,Bank Loan
S1475,P1575,2/16/2018,4968081,Gabriel Jones,Bank Loan
S1476,P1576,2/19/2018,6535392,Jane Trout,Bank Loan
S1477,P1577,2/2/2018,7652139,Bernice Hitzeman,Bank Loan
S1478,P1578,2/5/2018,7912109,Bette Schaper,Bank Loan
S1479,P1579,2/6/2018,8400789,Kevin Welch,Bank Loan
S1480,P1580,2/7/2018,9328590,Hayden Rodriguez,Bank Loan
S1481,P1581,2/8/2018,5868801,Linda Jones,Bank Loan
S1482,P1582,2/9/2018,7927047,Caroline Stromberg,Bank Loan
S1483,P1583,2/12/2018,8976185,Estela Cherry,Bank Loan
S1484,P1584,2/13/2018,6096275,Edith Alvarado,Bank Loan
S1485,P1585,2/14/2018,5493066,Arthur Auclair,Bank Loan
S1486,P1586,2/15/2018,5833469,Mark Battiste,Bank Loan
S1487,P1587,2/16/2018,4722210,David Hogg,Bank Loan
S1488,P1588,2/19/2018,5318150,Jane Brooks,Bank Loan
S1489,P1589,2/2/2018,5606105,Rhonda Graf,Bank Loan
S1490,P1590,2/5/2018,8379139,Matthew Hansen,Bank Loan
S1491,P1591,2/6/2018,7828698,James Hoppe,Bank Loan
S1492,P1592,2/7/2018,6140325,Jennifer Bryan,Bank Loan
S1493,P1593,2/8/2018,7293388,Brenda Hodges,Bank Loan
S1494,P1594,2/9/2018,9156322,Christine Mannings,Bank Loan
S1495,P1595,2/12/2018,7151053,Ronald Lechler,Bank Loan
S1496,P1596,2/13/2018,6032042,James Batista,Bank Loan
S1497,P1597,2/14/2018,7469888,Lazaro Evans,Bank Loan
S1498,P1598,2/15/2018,8617947,Robert Carrasco,Bank Loan
S1499,P1599,2/16/2018,5807594,Robert Dubinsky,Bank Loan
S1500,P1600,2/19/2018,7605409,Vernon Gross,Bank Loan
S1501,P1601,2/2/2018,8851109,Mary Davis,Bank Loan
S1502,P1602,2/5/2018,5873110,Donna Matlock,Bank Loan
S1503,P1603,2/6/2018,5906687,Stuart Machado,Bank Loan
S1504,P1604,2/7/2018,7649944,Luke Walker,Bank Loan
S1505,P1605,2/8/2018,7592634,Ralph Sause,Bank Loan
S1506,P1606,2/9/2018,4615222,Gene Johnson,Bank Loan
S1507,P1607,2/12/2018,5930322,Donna Ricks,Bank Loan
S1508,P1608,2/13/2018,6341629,Catherine Maltie,Bank Loan
S1509,P1609,2/14/2018,6108723,Alan Mcqueen,Bank Loan
S1510,P1610,2/15/2018,8787442,Frances Parker,Bank Loan
S1511,P1611,2/16/2018,7149404,Johnathan Cresswell,Bank Loan
S1512,P1612,2/19/2018,6703350,Maynard Church,Bank Loan
S1513,P1613,2/2/2018,7740327,James Hudgins,Bank Loan
S1514,P1614,2/5/2018,5056228,Latoria Eggers,Bank Loan
S1515,P1615,2/6/2018,7492072,Danny Wilkinson,Bank Loan
S1516,P1616,2/7/2018,6060327,John Wills,Bank Loan
S1517,P1617,2/8/2018,4964103,Madeline Hudson,Bank Loan
S1518,P1618,2/9/2018,9065673,Jesse Urey,Bank Loan
S1519,P1619,2/12/2018,7605240,James Perkins,Bank Loan
S1520,P1620,2/13/2018,5479882,Jerome Radtke,Bank Loan
S1521,P1621,2/14/2018,6550617,Theresa Campbell,Bank Loan
S1522,P1622,2/15/2018,7502094,Billy Ross,Bank Loan
S1523,P1623,2/16/2018,8963681,Christopher Rowell,Bank Loan
S1524,P1624,2/19/2018,7147161,Troy Sims,Bank Loan
S1525,P1625,2/2/2018,9187522,Alexander Turner,Bank Loan
S1526,P1626,2/5/2018,6548599,Rhoda Lowe,Bank Loan
S1527,P1627,2/6/2018,7690706,Leroy Summerfield,Bank Loan
S1528,P1628,2/7/2018,7922544,Daniel Laureano,Bank Loan
S1529,P1629,2/8/2018,4764499,Amy Brown,Bank Loan
S1530,P1630,2/9/2018,9176387,Kelvin Gross,Bank Loan
S1531,P1631,2/22/2019,4631064,Agustina Mojica,Bank Loan
S1532,P1632,2/25/2019,8299322,David Peterson,Bank Loan
S1533,P1633,2/26/2019,9046686,Cecelia Phelan,Bank Loan
S1534,P1634,2/27/2019,5910559,Marilyn Hines,Bank Loan
S1535,P1635,2/28/2019,9007948,Raul Gillaspie,Bank Loan
S1536,P1636,3/1/2019,6809438,David Oneil,Bank Loan
S1537,P1637,3/4/2019,6724881,Douglas Deluca,Bank Loan
S1538,P1638,3/5/2019,8377630,Terry Streeter,Bank Loan
S1539,P1639,3/6/2019,6062598,Tracy Rodriguez,Bank Loan
S1540,P1640,3/7/2019,4624031,George Wilcutt,Bank Loan
S1541,P1641,3/8/2019,6862808,April Kron,Bank Loan
S1542,P1642,3/11/2019,6943625,Marguerite Krause,Bank Loan
S1543,P1643,2/22/2019,9182988,Edwin Anderson,Bank Loan
S1544,P1644,2/25/2019,8782054,Daniel Park,Bank Loan
S1545,P1645,2/26/2019,6604114,David Tran,Bank Loan
S1546,P1646,2/27/2019,4965096,Sharon Ransom,Bank Loan
S1547,P1647,2/28/2019,7445445,Julio Jenkins,Bank Loan
S1548,P1648,3/1/2019,5956769,Betty Kelley,Bank Loan
S1549,P1649,3/4/2019,6931615,Jayne Wignall,Bank Loan
S1550,P1650,3/5/2019,5191928,Della Harris,Bank Loan
S1551,P1651,3/6/2019,5992580,Thomas Marek,Bank Loan
S1552,P1652,3/7/2019,4744167,Anna Peters,Bank Loan
S1553,P1653,3/8/2019,6418521,Brian Jordon,Bank Loan
S1554,P1654,3/11/2019,6601727,Peter Villegas,Bank Loan
S1555,P1655,2/22/2019,9156480,John Neff,Bank Loan
S1556,P1656,2/25/2019,7522441,Richard Foster,Bank Loan
S1557,P1657,2/26/2019,6952749,Joseph Ward,Bank Loan
S1558,P1658,2/27/2019,5595838,Mark Dick,Bank Loan
S1559,P1659,2/28/2019,7238476,Jeremy Solian,Bank Loan
S1560,P1660,3/1/2019,9223830,Roy Johnson,Bank Loan
S1561,P1661,3/4/2019,5928510,Michael Carpenter,Bank Loan
S1562,P1662,3/5/2019,7110139,Sergio Liu,Bank Loan
S1563,P1663,3/6/2019,5514687,Cecil Anderson,Bank Loan
S1564,P1664,3/7/2019,6390233,Pamela Weiner,Bank Loan
S1565,P1665,3/8/2019,6192452,Benny Bailey,Bank Loan
S1566,P1666,3/11/2019,8563437,Rosie White,Bank Loan
S1567,P1667,2/22/2019,4506814,Dora Lainhart,Bank Loan
S1568,P1668,2/25/2019,6502497,Mary Sharpe,Bank Loan
S1569,P1669,2/26/2019,7033962,Doug Peters,Bank Loan
S1570,P1670,2/27/2019,6771642,Janet Nickerson,Bank Loan
S1571,P1671,2/28/2019,5349350,Mary Tingle,Bank Loan
S1572,P1672,3/1/2019,9070316,Phyllis Taylor,Bank Loan
S1573,P1673,3/4/2019,6970153,Graciela Mcgill,Bank Loan
S1574,P1674,3/5/2019,5163098,Robert Christy,Bank Loan
S1575,P1675,3/6/2019,7765164,Bettye Mckinney,Bank Loan
S1576,P1676,3/7/2019,7565821,Floyd Lawson,Bank Loan
S1577,P1677,3/8/2019,6888326,Doris Peters,Bank Loan
S1578,P1678,3/11/2019,7119553,James Hulse,Bank Loan
S1579,P1679,2/22/2019,8566091,Jaime Purnell,Bank Loan
S1580,P1680,2/25/2019,6124166,Margaret Mitchell,Bank Loan
S1581,P1681,2/26/2019,8556953,Susan Zhang,Bank Loan
S1582,P1682,2/27/2019,8765078,Marguerite Nesbit,Bank Loan
S1583,P1683,2/28/2019,4724504,Danielle Smith,Bank Loan
S1584,P1684,3/1/2019,7077278,George Mclaughlin,Bank Loan
S1585,P1685,3/4/2019,6431424,Karen Mason,Bank Loan
S1586,P1686,3/5/2019,6961216,Earl Rosas,Bank Loan
S1587,P1687,3/6/2019,8059148,Verla Sherrell,Bank Loan
S1588,P1688,3/7/2019,7063126,Stephen Richardson,Bank Loan
S1589,P1689,3/8/2019,6630984,Judith Charles,Bank Loan
S1590,P1690,3/11/2019,7071249,Ruth Schwenke,Bank Loan
S1591,P1691,2/22/2019,8310676,Fannie Dore,Bank Loan
S1592,P1692,2/25/2019,5396136,Anthony Chesser,Bank Loan
S1593,P1693,2/26/2019,7000144,Enda Stephens,Bank Loan
S1594,P1694,2/27/2019,8912995,Jennifer Wertheim,Bank Loan
S1595,P1695,2/28/2019,7023045,Jacqueline Ford,Bank Loan
S1596,P1696,3/1/2019,8830340,Willie Hinshaw,Bank Loan
S1597,P1697,3/4/2019,6828141,Lucy Sweatt,Bank Loan
S1598,P1698,3/5/2019,6088302,Jamie Manley,Bank Loan
S1599,P1699,3/6/2019,4998252,Robert Dahlberg,Bank Loan
S1600,P1700,3/7/2019,9216925,Ricky Smith,Bank Loan
S1601,P1701,3/8/2019,5140552,Michael Green,Bank Loan
S1602,P1702,3/11/2019,7011303,Vivian Nelson,Bank Loan
S1603,P1703,2/22/2019,9203908,Walter Weaver,Bank Loan
S1604,P1704,2/25/2019,9089136,Robert Detwiler,Bank Loan
S1605,P1705,2/26/2019,7778446,Brian Adu,Bank Loan
S1606,P1706,2/27/2019,7986974,Aretha Westphal,Bank Loan
S1607,P1707,2/28/2019,5283087,Barbara Bowman,Bank Loan
S1608,P1708,3/1/2019,8150757,Barbara Soto,Bank Loan
S1609,P1709,3/4/2019,7301204,Ramon Rooney,Bank Loan
S1610,P1710,3/5/2019,5903398,Mary Beeler,Bank Loan
S1611,P1711,3/6/2019,7127044,Donald Lingberg,Bank Loan
S1612,P1712,3/7/2019,6332738,Tina Anderson,Bank Loan
S1613,P1713,3/8/2019,5995702,Jose Harris,Bank Loan
S1614,P1714,3/11/2019,9223072,Julia Smith,Bank Loan
S1615,P1715,2/22/2019,6362853,Rex Johnson,Bank Loan
S1616,P1716,2/25/2019,5885990,Ernest Olsen,Bank Loan
S1617,P1717,2/26/2019,8754472,Larry Archibald,Bank Loan
S1618,P1718,2/27/2019,5167771,Patty Maynes,Bank Loan
S1619,P1719,2/28/2019,9217590,Christina Butts,Bank Loan
S1620,P1720,3/1/2019,7207262,Charlie Harrison,Bank Loan
S1621,P1721,3/4/2019,8658524,Marcus Kennedy,Bank Loan
S1622,P1722,3/5/2019,9097212,Barbara Golden,Bank Loan
S1623,P1723,3/6/2019,6253996,Christina Brown,Bank Loan
S1624,P1724,3/7/2019,9430248,Dennis Reed,Bank Loan
S1625,P1725,3/8/2019,8266003,Jesse Flamand,Bank Loan
S1626,P1726,3/11/2019,8380612,Quincy Purvis,Bank Loan
S1627,P1727,2/22/2019,7234488,Jeffrey Burns,Bank Loan
S1628,P1728,2/25/2019,8829939,Gary Tice,Bank Loan
S1629,P1729,2/26/2019,6996575,Norman Robinson,Bank Loan
S1630,P1730,2/27/2019,7918878,Michael Famulare,Bank Loan
S1631,P1731,2/28/2019,6072548,Kimberly Lee,Bank Loan
S1632,P1732,3/1/2019,6592053,Gloria Milton,Bank Loan
S1633,P1733,3/4/2019,9372261,Mary Isaacson,Bank Loan
S1634,P1734,3/5/2019,7975040,Herbert Bathe,Bank Loan
S1635,P1735,3/6/2019,5120037,Lucretia Warner,Bank Loan
S1636,P1736,3/7/2019,7277781,Frances Okie,Bank Loan
S1637,P1737,3/8/2019,9365832,David Braun,Bank Loan
S1638,P1738,3/11/2019,8107544,Richard Frost,Bank Loan
S1639,P1739,2/22/2019,6471461,Gwen Shorter,Bank Loan
S1640,P1740,2/25/2019,9250157,Louis Graham,Bank Loan
S1641,P1741,2/26/2019,5977008,Ronald Sherwin,Bank Loan
S1642,P1742,2/27/2019,6417249,William Zadow,Bank Loan
S1643,P1743,2/28/2019,9208409,David Lacey,Bank Loan
S1644,P1744,3/1/2019,8469404,David Esposito,Bank Loan
S1645,P1745,3/4/2019,4883329,David Uren,Bank Loan
S1646,P1746,3/5/2019,9102531,Alfred Kindle,Bank Loan
S1647,P1747,3/6/2019,4553800,Margarita Walker,Bank Loan
S1648,P1748,3/7/2019,4794967,Gregory Ojeda,Bank Loan
S1649,P1749,3/8/2019,7579045,John Meyers,Bank Loan
S1650,P1750,3/11/2019,5205597,Betty Steele,Bank Loan
S1651,P1751,2/22/2019,6858957,Elizabeth Smart,Bank Loan
S1652,P1752,2/25/2019,9409261,Russell Simmons,Bank Loan
S1653,P1753,2/26/2019,8145520,Doris Preciado,Bank Loan
S1654,P1754,2/27/2019,7124947,Gene Jordan,Bank Loan
S1655,P1755,2/28/2019,4779911,Ollie Danger,Bank Loan
S1656,P1756,3/1/2019,9040882,Anthony Brooks,Bank Loan
S1657,P1757,3/4/2019,8777426,James Hernandez,Bank Loan
S1658,P1758,3/5/2019,8260088,Shelley Grimes,Bank Loan
S1659,P1759,3/6/2019,5772593,Howard Watson,Bank Loan
S1660,P1760,3/7/2019,6119434,Eleanor Benitez,Bank Loan
S1661,P1761,3/8/2019,7554434,Jeffrey Abreu,Bank Loan
S1662,P1762,3/11/2019,8543272,David Mejia,Bank Loan
S1663,P1763,2/22/2019,4623444,Brad Garcia,Bank Loan
S1664,P1764,2/25/2019,7841482,Craig Hanko,Bank Loan
S1665,P1765,2/26/2019,7038243,Robert Butcher,Bank Loan
S1666,P1766,2/27/2019,7678959,Stanley Coleman,Bank Loan
S1667,P1767,2/28/2019,8920500,John Villegas,Bank Loan
S1668,P1768,3/1/2019,7666548,Debra Locks,Bank Loan
S1669,P1769,3/4/2019,5641614,Jason Koehler,Bank Loan
S1670,P1770,3/5/2019,6907490,Nicole Grandberry,Bank Loan
S1671,P1771,3/6/2019,8617185,Robert Eaton,Bank Loan
S1672,P1772,3/7/2019,6085594,William Lee,Bank Loan
S1673,P1773,3/8/2019,5984834,David Xavier,Bank Loan
S1674,P1774,3/11/2019,6835397,Frances Mcenany,Bank Loan
S1675,P1775,2/22/2019,7614048,Linda Riles,Bank Loan
S1676,P1776,2/25/2019,6528761,Darius Bolebruch,Bank Loan
S1677,P1777,2/26/2019,6868762,Gerald Campbell,Bank Loan
S1678,P1778,2/27/2019,6829147,Roy Kradel,Bank Loan
S1679,P1779,2/28/2019,5577517,Earl Thomas,Bank Loan
S1680,P1780,3/1/2019,4888352,Teresa England,Bank Loan
S1681,P1781,3/4/2019,5170950,Armand Stewart,Bank Loan
S1682,P1782,3/5/2019,6049253,Jody Kilroy,Bank Loan
S1683,P1783,3/6/2019,7618493,Victor Mohamed,Bank Loan
S1684,P1784,3/7/2019,5150027,Wilbert Wahba,Bank Loan
S1685,P1785,3/8/2019,7566210,Valerie Morris,Bank Loan
S1686,P1786,3/11/2019,7903999,Joyce Mendoza,Bank Loan
S1687,P1787,2/22/2019,4835206,Alfred Kirn,Bank Loan
S1688,P1788,2/25/2019,5190651,Barbara Brasure,Bank Loan
S1689,P1789,2/26/2019,6221848,Barbara Lee,Bank Loan
S1690,P1790,2/27/2019,8891556,Joel Wright,Bank Loan
S1691,P1791,2/28/2019,4749621,Lauren Corrigan,Bank Loan
S1692,P1792,3/1/2019,8496558,Beverly Jones,Bank Loan
S1693,P1793,3/4/2019,9394537,Angela Bennett,Bank Loan
S1694,P1794,3/5/2019,7153934,Kevin Vargas,Bank Loan
S1695,P1795,3/6/2019,8126634,Louise Roach,Bank Loan
S1696,P1796,3/7/2019,7064357,Erica Carpenter,Bank Loan
S1697,P1797,3/8/2019,7505500,Shane Deer,Bank Loan
S1698,P1798,3/11/2019,5784664,Nicole Robinson,Bank Loan
S1699,P1799,2/22/2019,7462651,Nancy Charles,Bank Loan
S1700,P1800,2/25/2019,8827406,Patricia Sculley,Bank Loan
S1701,P1801,7/26/2020,7765386,Natasha Reeb,Bank Loan
S1702,P1802,7/27/2020,8551406,James Qualls,Bank Loan
S1703,P1803,7/28/2020,5500142,Ronald Baker,Bank Loan
S1704,P1804,7/29/2020,5641821,Jason Jackson,Bank Loan
S1705,P1805,7/30/2020,5349898,Aaron Rainey,Bank Loan
S1706,P1806,7/31/2020,8655950,Brandon Mason,Bank Loan
S1707,P1807,8/1/2020,6953174,Eddie Hamill,Bank Loan
S1708,P1808,8/2/2020,5059847,Richard Smith,Bank Loan
S1709,P1809,8/3/2020,8539991,Shauna Grant,Bank Loan
S1710,P1810,8/4/2020,6339908,Brenda Sumner,Bank Loan
S1711,P1811,8/5/2020,5047057,Olga Veilleux,Bank Loan
S1712,P1812,8/6/2020,6329352,Phyllis Zamora,Bank Loan
S1713,P1813,8/7/2020,8236231,Donna Casey,Bank Loan
S1714,P1814,8/8/2020,4604601,Mary Orr,Bank Loan
S1715,P1815,8/9/2020,4825727,Christopher Newman,Bank Loan
S1716,P1816,8/10/2020,6625078,Mary Moss,Bank Loan
S1717,P1817,8/11/2020,7658521,Cynthia Lopez,Bank Loan
S1718,P1818,8/12/2020,6891604,Donnie Neer,Bank Loan
S1719,P1819,8/13/2020,5548564,David Aldrich,Bank Loan
S1720,P1820,8/14/2020,5910467,David Breece,Bank Loan
S1721,P1821,8/15/2020,7262796,Willie Bruce,Bank Loan
S1722,P1822,8/16/2020,5252897,Shaun Youngblood,Bank Loan
S1723,P1823,8/17/2020,5957950,William Dickerson,Bank Loan
S1724,P1824,8/18/2020,7600548,Gerald Bagley,Bank Loan
S1725,P1825,8/19/2020,9345148,Robert Clark,Bank Loan
S1726,P1826,8/20/2020,8270439,Albert Hunter,Bank Loan
S1727,P1827,8/21/2020,5879890,Leah Sherman,Bank Loan
S1728,P1828,8/22/2020,7926018,William Lovely,Bank Loan
S1729,P1829,8/23/2020,4945676,Jon Pfahler,Bank Loan
S1730,P1830,8/24/2020,7721500,Alberta Gomes,Bank Loan
S1731,P1831,8/25/2020,9295907,John Hoage,Bank Loan
S1732,P1832,8/26/2020,4539363,Larry Menzies,Bank Loan
S1733,P1833,8/27/2020,6125438,Ted Bowen,Bank Loan
S1734,P1834,8/28/2020,5831812,Peter Liggins,Bank Loan
S1735,P1835,8/29/2020,9264602,Gary Williams,Bank Loan
S1736,P1836,8/30/2020,8784668,Amy Newman,Bank Loan
S1737,P1837,8/31/2020,9414213,Thomas Palmer,Bank Loan
S1738,P1838,9/1/2020,5137837,Bill Mills,Bank Loan
S1739,P1839,9/2/2020,7093223,Lanette Freeman,Bank Loan
S1740,P1840,9/3/2020,9069230,John Mccoy,Bank Loan
